Dataset,Model,Pooling,K,Accuracy,F1_Micro,F1_Macro
mb-landmark_cls,siglip2,mean,9,0.8935,0.8935,0.5344
mb-landmark_cls,siglip2,mean,11,0.8907,0.8907,0.5270
mb-landmark_cls,siglip2,mean,13,0.8918,0.8918,0.5249
mb-landmark_cls,siglip2,mean,15,0.8890,0.8890,0.5100
mb-landmark_cls,siglip2,max,1,0.8756,0.8756,0.5724
mb-landmark_cls,siglip2,max,3,0.8885,0.8885,0.5580
mb-landmark_cls,siglip2,max,5,0.8885,0.8885,0.5387
mb-landmark_cls,siglip2,max,7,0.8896,0.8896,0.5159
mb-landmark_cls,siglip2,max,9,0.8862,0.8862,0.5020
mb-landmark_cls,siglip2,max,11,0.8879,0.8879,0.5076
mb-landmark_cls,siglip2,max,13,0.8818,0.8818,0.4941
mb-landmark_cls,siglip2,max,15,0.8806,0.8806,0.4861
mb-landmark_cls,siglip2,gem,1,0.8745,0.8745,0.5713
mb-landmark_cls,siglip2,gem,3,0.8968,0.8968,0.5959
mb-landmark_cls,siglip2,gem,5,0.8979,0.8979,0.5936
mb-landmark_cls,siglip2,gem,7,0.8951,0.8951,0.5463
mb-landmark_cls,siglip2,gem,9,0.8929,0.8929,0.5355
mb-landmark_cls,siglip2,gem,11,0.8924,0.8924,0.5338
mb-landmark_cls,siglip2,gem,13,0.8901,0.8901,0.5263
mb-landmark_cls,siglip2,gem,15,0.8896,0.8896,0.5142
mb-landmark_cls,openclip,cls,1,0.8974,0.8974,0.6088
mb-landmark_cls,openclip,cls,3,0.9069,0.9069,0.6284
mb-landmark_cls,openclip,cls,5,0.9136,0.9136,0.6183
mb-landmark_cls,openclip,cls,7,0.9085,0.9085,0.6061
mb-landmark_cls,openclip,cls,9,0.9069,0.9069,0.5780
mb-landmark_cls,openclip,cls,11,0.9085,0.9085,0.5759
mb-landmark_cls,openclip,cls,13,0.9080,0.9080,0.5678
mb-landmark_cls,openclip,cls,15,0.9063,0.9063,0.5580
mb-landmark_cls,openclip,mean,1,0.8991,0.8991,0.6423
mb-landmark_cls,openclip,mean,3,0.9035,0.9035,0.6263
mb-landmark_cls,openclip,mean,5,0.9063,0.9063,0.6134
mb-landmark_cls,openclip,mean,7,0.9085,0.9085,0.6133
mb-landmark_cls,openclip,mean,9,0.9046,0.9046,0.5866
mb-landmark_cls,openclip,mean,11,0.9074,0.9074,0.5818
mb-landmark_cls,openclip,mean,13,0.9063,0.9063,0.5760
mb-landmark_cls,openclip,mean,15,0.9069,0.9069,0.5922
mb-landmark_cls,openclip,max,1,0.8924,0.8924,0.5894
mb-landmark_cls,openclip,max,3,0.8979,0.8979,0.5441
mb-landmark_cls,openclip,max,5,0.9002,0.9002,0.5684
mb-landmark_cls,openclip,max,7,0.8935,0.8935,0.5214
mb-landmark_cls,openclip,max,9,0.8924,0.8924,0.5364
mb-landmark_cls,openclip,max,11,0.8885,0.8885,0.5033
mb-landmark_cls,openclip,max,13,0.8873,0.8873,0.4918
mb-landmark_cls,openclip,max,15,0.8829,0.8829,0.4762
mb-landmark_cls,openclip,gem,1,0.8951,0.8951,0.6328
mb-landmark_cls,openclip,gem,3,0.9102,0.9102,0.6339
mb-landmark_cls,openclip,gem,5,0.9074,0.9074,0.6159
mb-landmark_cls,openclip,gem,7,0.9069,0.9069,0.5980
mb-landmark_cls,openclip,gem,9,0.9069,0.9069,0.5933
mb-landmark_cls,openclip,gem,11,0.9113,0.9113,0.6162
mb-landmark_cls,openclip,gem,13,0.9080,0.9080,0.5811
mb-landmark_cls,openclip,gem,15,0.9030,0.9030,0.5623
mb-landmark_cls,dinov3_lvd,cls,1,0.8963,0.8963,0.7047
mb-landmark_cls,dinov3_lvd,cls,3,0.9074,0.9074,0.7265
mb-landmark_cls,dinov3_lvd,cls,5,0.9141,0.9141,0.7045
mb-landmark_cls,dinov3_lvd,cls,7,0.9136,0.9136,0.6931
mb-landmark_cls,dinov3_lvd,cls,9,0.9119,0.9119,0.6824
mb-landmark_cls,dinov3_lvd,cls,11,0.9152,0.9152,0.6846
mb-landmark_cls,dinov3_lvd,cls,13,0.9119,0.9119,0.6714
mb-landmark_cls,dinov3_lvd,cls,15,0.9175,0.9175,0.6821
mb-landmark_cls,dinov3_lvd,mean,1,0.8801,0.8801,0.6713
mb-landmark_cls,dinov3_lvd,mean,3,0.9069,0.9069,0.6907
mb-landmark_cls,dinov3_lvd,mean,5,0.9035,0.9035,0.6444
mb-landmark_cls,dinov3_lvd,mean,7,0.9069,0.9069,0.6561
mb-landmark_cls,dinov3_lvd,mean,9,0.9063,0.9063,0.6493
mb-landmark_cls,dinov3_lvd,mean,11,0.9018,0.9018,0.6270
mb-landmark_cls,dinov3_lvd,mean,13,0.9057,0.9057,0.6359
mb-landmark_cls,dinov3_lvd,mean,15,0.9024,0.9024,0.6277
mb-landmark_cls,dinov3_lvd,max,1,0.8929,0.8929,0.6896
mb-landmark_cls,dinov3_lvd,max,3,0.9091,0.9091,0.6761
mb-landmark_cls,dinov3_lvd,max,5,0.9124,0.9124,0.6877
mb-landmark_cls,dinov3_lvd,max,7,0.9136,0.9136,0.6835
mb-landmark_cls,dinov3_lvd,max,9,0.9108,0.9108,0.6690
mb-landmark_cls,dinov3_lvd,max,11,0.9108,0.9108,0.6660
mb-landmark_cls,dinov3_lvd,max,13,0.9102,0.9102,0.6636
mb-landmark_cls,dinov3_lvd,max,15,0.9085,0.9085,0.6531
mb-landmark_cls,dinov3_lvd,gem,1,0.8823,0.8823,0.6730
mb-landmark_cls,dinov3_lvd,gem,3,0.9024,0.9024,0.6766
mb-landmark_cls,dinov3_lvd,gem,5,0.9069,0.9069,0.6655
mb-landmark_cls,dinov3_lvd,gem,7,0.9080,0.9080,0.6557
mb-landmark_cls,dinov3_lvd,gem,9,0.9069,0.9069,0.6493
mb-landmark_cls,dinov3_lvd,gem,11,0.9063,0.9063,0.6456
mb-landmark_cls,dinov3_lvd,gem,13,0.9074,0.9074,0.6476
mb-landmark_cls,dinov3_lvd,gem,15,0.9046,0.9046,0.6332
mb-landmark_cls,dinov3_sat,cls,1,0.8215,0.8215,0.5493
mb-landmark_cls,dinov3_sat,cls,3,0.8656,0.8656,0.5573
mb-landmark_cls,dinov3_sat,cls,5,0.8767,0.8767,0.5614
mb-landmark_cls,dinov3_sat,cls,7,0.8846,0.8846,0.5572
mb-landmark_cls,dinov3_sat,cls,9,0.8885,0.8885,0.5664
mb-landmark_cls,dinov3_sat,cls,11,0.8885,0.8885,0.5621
mb-landmark_cls,dinov3_sat,cls,13,0.8857,0.8857,0.5530
mb-landmark_cls,dinov3_sat,cls,15,0.8868,0.8868,0.5496
mb-landmark_cls,dinov3_sat,mean,1,0.8433,0.8433,0.5679
mb-landmark_cls,dinov3_sat,mean,3,0.8639,0.8639,0.5498
mb-landmark_cls,dinov3_sat,mean,5,0.8779,0.8779,0.5563
mb-landmark_cls,dinov3_sat,mean,7,0.8840,0.8840,0.5518
mb-landmark_cls,dinov3_sat,mean,9,0.8879,0.8879,0.5445
mb-landmark_cls,dinov3_sat,mean,11,0.8868,0.8868,0.5306
mb-landmark_cls,dinov3_sat,mean,13,0.8857,0.8857,0.5227
mb-landmark_cls,dinov3_sat,mean,15,0.8851,0.8851,0.5200
mb-landmark_cls,dinov3_sat,max,1,0.8416,0.8416,0.5700
mb-landmark_cls,dinov3_sat,max,3,0.8717,0.8717,0.5874
mb-landmark_cls,dinov3_sat,max,5,0.8823,0.8823,0.5764
mb-landmark_cls,dinov3_sat,max,7,0.8829,0.8829,0.5606
mb-landmark_cls,dinov3_sat,max,9,0.8868,0.8868,0.5649
mb-landmark_cls,dinov3_sat,max,11,0.8873,0.8873,0.5661
mb-landmark_cls,dinov3_sat,max,13,0.8873,0.8873,0.5576
mb-landmark_cls,dinov3_sat,max,15,0.8873,0.8873,0.5544
mb-landmark_cls,dinov3_sat,gem,1,0.8282,0.8282,0.5725
mb-landmark_cls,dinov3_sat,gem,3,0.8611,0.8611,0.5453
mb-landmark_cls,dinov3_sat,gem,5,0.8689,0.8689,0.5620
mb-landmark_cls,dinov3_sat,gem,7,0.8801,0.8801,0.5428
mb-landmark_cls,dinov3_sat,gem,9,0.8818,0.8818,0.5387
mb-landmark_cls,dinov3_sat,gem,11,0.8779,0.8779,0.5250
mb-landmark_cls,dinov3_sat,gem,13,0.8818,0.8818,0.5256
mb-landmark_cls,dinov3_sat,gem,15,0.8784,0.8784,0.5134
mb-landmark_cls,satmae,cls,1,0.8238,0.8238,0.5369
mb-landmark_cls,satmae,cls,3,0.8489,0.8489,0.4639
mb-landmark_cls,satmae,cls,5,0.8622,0.8622,0.4613
mb-landmark_cls,satmae,cls,7,0.8622,0.8622,0.4505
mb-landmark_cls,satmae,cls,9,0.8595,0.8595,0.4244
mb-landmark_cls,satmae,cls,11,0.8578,0.8578,0.4070
mb-landmark_cls,satmae,cls,13,0.8561,0.8561,0.3995
mb-landmark_cls,satmae,cls,15,0.8544,0.8544,0.3866
mb-landmark_cls,satmae,mean,1,0.8199,0.8199,0.5447
mb-landmark_cls,satmae,mean,3,0.8516,0.8516,0.4916
mb-landmark_cls,satmae,mean,5,0.8578,0.8578,0.4782
mb-landmark_cls,satmae,mean,7,0.8639,0.8639,0.4598
mb-landmark_cls,satmae,mean,9,0.8661,0.8661,0.4216
mb-landmark_cls,satmae,mean,11,0.8667,0.8667,0.4253
mb-landmark_cls,satmae,mean,13,0.8617,0.8617,0.4007
mb-landmark_cls,satmae,mean,15,0.8589,0.8589,0.3939
mb-landmark_cls,satmae,max,1,0.8701,0.8701,0.6065
mb-landmark_cls,satmae,max,3,0.8812,0.8812,0.5418
mb-landmark_cls,satmae,max,5,0.8890,0.8890,0.5265
mb-landmark_cls,satmae,max,7,0.8901,0.8901,0.5227
mb-landmark_cls,satmae,max,9,0.8857,0.8857,0.4990
mb-landmark_cls,satmae,max,11,0.8773,0.8773,0.4626
mb-landmark_cls,satmae,max,13,0.8784,0.8784,0.4655
mb-landmark_cls,satmae,max,15,0.8740,0.8740,0.4473
mb-landmark_cls,satmae,gem,1,0.8410,0.8410,0.5650
mb-landmark_cls,satmae,gem,3,0.8628,0.8628,0.5255
mb-landmark_cls,satmae,gem,5,0.8678,0.8678,0.5124
mb-landmark_cls,satmae,gem,7,0.8740,0.8740,0.5029
mb-landmark_cls,satmae,gem,9,0.8706,0.8706,0.4474
mb-landmark_cls,satmae,gem,11,0.8684,0.8684,0.4368
mb-landmark_cls,satmae,gem,13,0.8689,0.8689,0.4357
mb-landmark_cls,satmae,gem,15,0.8661,0.8661,0.4166
mb-landmark_cls,mars_mae,cls,1,0.8583,0.8583,0.5684
mb-landmark_cls,mars_mae,cls,3,0.8896,0.8896,0.5886
mb-landmark_cls,mars_mae,cls,5,0.8873,0.8873,0.5617
mb-landmark_cls,mars_mae,cls,7,0.8857,0.8857,0.5347
mb-landmark_cls,mars_mae,cls,9,0.8840,0.8840,0.5308
mb-landmark_cls,mars_mae,cls,11,0.8806,0.8806,0.5077
mb-landmark_cls,mars_mae,cls,13,0.8773,0.8773,0.4724
mb-landmark_cls,mars_mae,cls,15,0.8728,0.8728,0.4566
mb-landmark_cls,mars_mae,mean,1,0.8327,0.8327,0.5432
mb-landmark_cls,mars_mae,mean,3,0.8806,0.8806,0.5564
mb-landmark_cls,mars_mae,mean,5,0.8795,0.8795,0.4893
mb-landmark_cls,mars_mae,mean,7,0.8829,0.8829,0.5179
mb-landmark_cls,mars_mae,mean,9,0.8812,0.8812,0.5091
mb-landmark_cls,mars_mae,mean,11,0.8790,0.8790,0.4674
mb-landmark_cls,mars_mae,mean,13,0.8762,0.8762,0.4483
mb-landmark_cls,mars_mae,mean,15,0.8745,0.8745,0.4308
mb-landmark_cls,mars_mae,max,1,0.8890,0.8890,0.6624
mb-landmark_cls,mars_mae,max,3,0.8985,0.8985,0.6512
mb-landmark_cls,mars_mae,max,5,0.8963,0.8963,0.5842
mb-landmark_cls,mars_mae,max,7,0.8979,0.8979,0.5763
mb-landmark_cls,mars_mae,max,9,0.8968,0.8968,0.5720
mb-landmark_cls,mars_mae,max,11,0.8946,0.8946,0.5618
mb-landmark_cls,mars_mae,max,13,0.8940,0.8940,0.5486
mb-landmark_cls,mars_mae,max,15,0.8912,0.8912,0.5274
mb-landmark_cls,mars_mae,gem,1,0.8388,0.8388,0.5515
mb-landmark_cls,mars_mae,gem,3,0.8762,0.8762,0.5605
mb-landmark_cls,mars_mae,gem,5,0.8801,0.8801,0.5349
mb-landmark_cls,mars_mae,gem,7,0.8806,0.8806,0.5216
mb-landmark_cls,mars_mae,gem,9,0.8806,0.8806,0.5023
mb-landmark_cls,mars_mae,gem,11,0.8818,0.8818,0.4976
mb-landmark_cls,mars_mae,gem,13,0.8829,0.8829,0.4979
mb-landmark_cls,mars_mae,gem,15,0.8812,0.8812,0.4856
mb-atmospheric_dust_cls_rdr,dinov2_l14,cls,1,0.9764,0.9764,0.9764
mb-atmospheric_dust_cls_rdr,dinov2_l14,cls,3,0.9785,0.9785,0.9785
mb-atmospheric_dust_cls_rdr,dinov2_l14,cls,5,0.9779,0.9779,0.9779
mb-atmospheric_dust_cls_rdr,dinov2_l14,cls,7,0.9768,0.9768,0.9768
mb-atmospheric_dust_cls_rdr,dinov2_l14,cls,9,0.9764,0.9764,0.9764
mb-atmospheric_dust_cls_rdr,dinov2_l14,cls,11,0.9758,0.9758,0.9758
mb-atmospheric_dust_cls_rdr,dinov2_l14,cls,13,0.9747,0.9747,0.9746
mb-atmospheric_dust_cls_rdr,dinov2_l14,cls,15,0.9745,0.9745,0.9744
mb-atmospheric_dust_cls_rdr,dinov2_l14,mean,1,0.9768,0.9768,0.9768
mb-atmospheric_dust_cls_rdr,dinov2_l14,mean,3,0.9783,0.9783,0.9783
mb-atmospheric_dust_cls_rdr,dinov2_l14,mean,5,0.9795,0.9795,0.9795
mb-atmospheric_dust_cls_rdr,dinov2_l14,mean,7,0.9791,0.9791,0.9791
mb-atmospheric_dust_cls_rdr,dinov2_l14,mean,9,0.9770,0.9770,0.9770
mb-atmospheric_dust_cls_rdr,dinov2_l14,mean,11,0.9756,0.9756,0.9756
mb-atmospheric_dust_cls_rdr,dinov2_l14,mean,13,0.9751,0.9751,0.9750
mb-atmospheric_dust_cls_rdr,dinov2_l14,mean,15,0.9749,0.9749,0.9748
mb-atmospheric_dust_cls_rdr,dinov2_l14,max,1,0.9778,0.9778,0.9777
mb-atmospheric_dust_cls_rdr,dinov2_l14,max,3,0.9799,0.9799,0.9798
mb-atmospheric_dust_cls_rdr,dinov2_l14,max,5,0.9814,0.9814,0.9814
mb-atmospheric_dust_cls_rdr,dinov2_l14,max,7,0.9797,0.9797,0.9796
mb-atmospheric_dust_cls_rdr,dinov2_l14,max,9,0.9802,0.9802,0.9802
mb-atmospheric_dust_cls_rdr,dinov2_l14,max,11,0.9778,0.9778,0.9777
mb-atmospheric_dust_cls_rdr,dinov2_l14,max,13,0.9760,0.9760,0.9760
mb-atmospheric_dust_cls_rdr,dinov2_l14,max,15,0.9764,0.9764,0.9764
mb-atmospheric_dust_cls_rdr,dinov2_l14,gem,1,0.9770,0.9770,0.9770
mb-atmospheric_dust_cls_rdr,dinov2_l14,gem,3,0.9797,0.9797,0.9796
mb-atmospheric_dust_cls_rdr,dinov2_l14,gem,5,0.9801,0.9801,0.9800
mb-atmospheric_dust_cls_rdr,dinov2_l14,gem,7,0.9791,0.9791,0.9791
mb-atmospheric_dust_cls_rdr,dinov2_l14,gem,9,0.9783,0.9783,0.9783
mb-atmospheric_dust_cls_rdr,dinov2_l14,gem,11,0.9774,0.9774,0.9773
mb-atmospheric_dust_cls_rdr,dinov2_l14,gem,13,0.9766,0.9766,0.9766
mb-atmospheric_dust_cls_rdr,dinov2_l14,gem,15,0.9758,0.9758,0.9758
mb-atmospheric_dust_cls_rdr,dinov1_b8,cls,1,0.9405,0.9405,0.9405
mb-atmospheric_dust_cls_rdr,dinov1_b8,cls,3,0.9605,0.9605,0.9605
mb-atmospheric_dust_cls_rdr,dinov1_b8,cls,5,0.9609,0.9609,0.9609
mb-atmospheric_dust_cls_rdr,dinov1_b8,cls,7,0.9603,0.9603,0.9603
mb-atmospheric_dust_cls_rdr,dinov1_b8,cls,9,0.9601,0.9601,0.9601
mb-atmospheric_dust_cls_rdr,dinov1_b8,cls,11,0.9601,0.9601,0.9601
mb-atmospheric_dust_cls_rdr,dinov1_b8,cls,13,0.9599,0.9599,0.9599
mb-atmospheric_dust_cls_rdr,dinov1_b8,cls,15,0.9593,0.9593,0.9593
mb-atmospheric_dust_cls_rdr,dinov1_b8,mean,1,0.9384,0.9384,0.9384
mb-atmospheric_dust_cls_rdr,dinov1_b8,mean,3,0.9549,0.9549,0.9549
mb-atmospheric_dust_cls_rdr,dinov1_b8,mean,5,0.9567,0.9567,0.9566
mb-atmospheric_dust_cls_rdr,dinov1_b8,mean,7,0.9574,0.9574,0.9574
mb-atmospheric_dust_cls_rdr,dinov1_b8,mean,9,0.9578,0.9578,0.9578
mb-atmospheric_dust_cls_rdr,dinov1_b8,mean,11,0.9568,0.9568,0.9568
mb-atmospheric_dust_cls_rdr,dinov1_b8,mean,13,0.9565,0.9565,0.9564
mb-atmospheric_dust_cls_rdr,dinov1_b8,mean,15,0.9570,0.9570,0.9570
mb-atmospheric_dust_cls_rdr,dinov1_b8,max,1,0.9473,0.9473,0.9473
mb-atmospheric_dust_cls_rdr,dinov1_b8,max,3,0.9605,0.9605,0.9605
mb-atmospheric_dust_cls_rdr,dinov1_b8,max,5,0.9609,0.9609,0.9609
mb-atmospheric_dust_cls_rdr,dinov1_b8,max,7,0.9632,0.9632,0.9632
mb-atmospheric_dust_cls_rdr,dinov1_b8,max,9,0.9616,0.9616,0.9616
mb-atmospheric_dust_cls_rdr,dinov1_b8,max,11,0.9624,0.9624,0.9624
mb-atmospheric_dust_cls_rdr,dinov1_b8,max,13,0.9620,0.9620,0.9620
mb-atmospheric_dust_cls_rdr,dinov1_b8,max,15,0.9613,0.9613,0.9612
mb-atmospheric_dust_cls_rdr,dinov1_b8,gem,1,0.9444,0.9444,0.9444
mb-atmospheric_dust_cls_rdr,dinov1_b8,gem,3,0.9578,0.9578,0.9578
mb-atmospheric_dust_cls_rdr,dinov1_b8,gem,5,0.9584,0.9584,0.9584
mb-atmospheric_dust_cls_rdr,dinov1_b8,gem,7,0.9599,0.9599,0.9599
mb-atmospheric_dust_cls_rdr,dinov1_b8,gem,9,0.9588,0.9588,0.9588
mb-atmospheric_dust_cls_rdr,dinov1_b8,gem,11,0.9601,0.9601,0.9601
mb-atmospheric_dust_cls_rdr,dinov1_b8,gem,13,0.9597,0.9597,0.9597
mb-atmospheric_dust_cls_rdr,dinov1_b8,gem,15,0.9595,0.9595,0.9595
mb-change_cls_ctx,dinov2_l14,cls,1,0.8500,0.8500,0.7403
mb-change_cls_ctx,dinov2_l14,cls,3,0.8000,0.8000,0.6078
mb-change_cls_ctx,dinov2_l14,cls,5,0.8000,0.8000,0.4444
mb-change_cls_ctx,dinov2_l14,cls,7,0.8000,0.8000,0.4444
mb-change_cls_ctx,dinov2_l14,cls,9,0.8000,0.8000,0.4444
mb-change_cls_ctx,dinov2_l14,cls,11,0.8000,0.8000,0.4444
mb-change_cls_ctx,dinov2_l14,cls,13,0.8000,0.8000,0.4444
mb-change_cls_ctx,dinov2_l14,cls,15,0.8000,0.8000,0.4444
mb-change_cls_ctx,dinov2_l14,mean,1,0.8000,0.8000,0.6875
mb-change_cls_ctx,dinov2_l14,mean,3,0.7000,0.7000,0.4118
mb-change_cls_ctx,dinov2_l14,mean,5,0.8000,0.8000,0.4444
mb-change_cls_ctx,dinov2_l14,mean,7,0.8000,0.8000,0.4444
mb-change_cls_ctx,dinov2_l14,mean,9,0.8000,0.8000,0.4444
mb-change_cls_ctx,dinov2_l14,mean,11,0.8000,0.8000,0.4444
mb-change_cls_ctx,dinov2_l14,mean,13,0.8000,0.8000,0.4444
mb-change_cls_ctx,dinov2_l14,mean,15,0.8000,0.8000,0.4444
mb-change_cls_ctx,dinov2_l14,max,1,0.7500,0.7500,0.6416
mb-change_cls_ctx,dinov2_l14,max,3,0.7500,0.7500,0.5671
mb-change_cls_ctx,dinov2_l14,max,5,0.8000,0.8000,0.4444
mb-change_cls_ctx,dinov2_l14,max,7,0.8000,0.8000,0.4444
mb-change_cls_ctx,dinov2_l14,max,9,0.8000,0.8000,0.4444
mb-change_cls_ctx,dinov2_l14,max,11,0.8000,0.8000,0.4444
mb-change_cls_ctx,dinov2_l14,max,13,0.8000,0.8000,0.4444
mb-change_cls_ctx,dinov2_l14,max,15,0.8000,0.8000,0.4444
mb-change_cls_ctx,dinov2_l14,gem,1,0.7500,0.7500,0.6416
mb-change_cls_ctx,dinov2_l14,gem,3,0.7000,0.7000,0.4118
mb-change_cls_ctx,dinov2_l14,gem,5,0.8000,0.8000,0.4444
mb-change_cls_ctx,dinov2_l14,gem,7,0.8000,0.8000,0.4444
mb-change_cls_ctx,dinov2_l14,gem,9,0.8000,0.8000,0.4444
mb-change_cls_ctx,dinov2_l14,gem,11,0.8000,0.8000,0.4444
mb-change_cls_ctx,dinov2_l14,gem,13,0.8000,0.8000,0.4444
mb-change_cls_ctx,dinov2_l14,gem,15,0.8000,0.8000,0.4444
mb-change_cls_ctx,dinov1_b8,cls,1,0.7000,0.7000,0.5312
mb-change_cls_ctx,dinov1_b8,cls,3,0.8000,0.8000,0.4444
mb-change_cls_ctx,dinov1_b8,cls,5,0.8000,0.8000,0.4444
mb-change_cls_ctx,dinov1_b8,cls,7,0.8000,0.8000,0.4444
mb-change_cls_ctx,dinov1_b8,cls,9,0.8000,0.8000,0.4444
mb-change_cls_ctx,dinov1_b8,cls,11,0.8000,0.8000,0.4444
mb-change_cls_ctx,dinov1_b8,cls,13,0.8000,0.8000,0.4444
mb-change_cls_ctx,dinov1_b8,cls,15,0.8000,0.8000,0.4444
mb-change_cls_ctx,dinov1_b8,mean,1,0.7000,0.7000,0.5312
mb-change_cls_ctx,dinov1_b8,mean,3,0.8000,0.8000,0.4444
mb-change_cls_ctx,dinov1_b8,mean,5,0.8000,0.8000,0.4444
mb-change_cls_ctx,dinov1_b8,mean,7,0.8000,0.8000,0.4444
mb-change_cls_ctx,dinov1_b8,mean,9,0.8000,0.8000,0.4444
mb-change_cls_ctx,dinov1_b8,mean,11,0.8000,0.8000,0.4444
mb-change_cls_ctx,dinov1_b8,mean,13,0.8000,0.8000,0.4444
mb-change_cls_ctx,dinov1_b8,mean,15,0.8000,0.8000,0.4444
mb-change_cls_ctx,dinov1_b8,max,1,0.8500,0.8500,0.7403
mb-change_cls_ctx,dinov1_b8,max,3,0.9000,0.9000,0.8039
mb-change_cls_ctx,dinov1_b8,max,5,0.8000,0.8000,0.4444
mb-change_cls_ctx,dinov1_b8,max,7,0.8000,0.8000,0.4444
mb-change_cls_ctx,dinov1_b8,max,9,0.8000,0.8000,0.4444
mb-change_cls_ctx,dinov1_b8,max,11,0.8000,0.8000,0.4444
mb-change_cls_ctx,dinov1_b8,max,13,0.8000,0.8000,0.4444
mb-change_cls_ctx,dinov1_b8,max,15,0.8000,0.8000,0.4444
mb-change_cls_ctx,dinov1_b8,gem,1,0.7500,0.7500,0.5671
mb-change_cls_ctx,dinov1_b8,gem,3,0.8500,0.8500,0.6571
mb-change_cls_ctx,dinov1_b8,gem,5,0.8000,0.8000,0.4444
mb-change_cls_ctx,dinov1_b8,gem,7,0.8000,0.8000,0.4444
mb-change_cls_ctx,dinov1_b8,gem,9,0.8000,0.8000,0.4444
mb-change_cls_ctx,dinov1_b8,gem,11,0.8000,0.8000,0.4444
mb-change_cls_ctx,dinov1_b8,gem,13,0.8000,0.8000,0.4444
mb-change_cls_ctx,dinov1_b8,gem,15,0.8000,0.8000,0.4444
mb-change_cls_hirise,dinov2_l14,cls,1,0.9619,0.9619,0.8721
mb-change_cls_hirise,dinov2_l14,cls,3,0.9694,0.9694,0.8936
mb-change_cls_hirise,dinov2_l14,cls,5,0.9694,0.9694,0.8917
mb-change_cls_hirise,dinov2_l14,cls,7,0.9709,0.9709,0.8961
mb-change_cls_hirise,dinov2_l14,cls,9,0.9709,0.9709,0.8942
mb-change_cls_hirise,dinov2_l14,cls,11,0.9679,0.9679,0.8833
mb-change_cls_hirise,dinov2_l14,cls,13,0.9694,0.9694,0.8877
mb-change_cls_hirise,dinov2_l14,cls,15,0.9716,0.9716,0.8954
mb-change_cls_hirise,dinov2_l14,mean,1,0.9649,0.9649,0.8831
mb-change_cls_hirise,dinov2_l14,mean,3,0.9642,0.9642,0.8727
mb-change_cls_hirise,dinov2_l14,mean,5,0.9649,0.9649,0.8736
mb-change_cls_hirise,dinov2_l14,mean,7,0.9657,0.9657,0.8757
mb-change_cls_hirise,dinov2_l14,mean,9,0.9627,0.9627,0.8624
mb-change_cls_hirise,dinov2_l14,mean,11,0.9612,0.9612,0.8555
mb-change_cls_hirise,dinov2_l14,mean,13,0.9627,0.9627,0.8611
mb-change_cls_hirise,dinov2_l14,mean,15,0.9642,0.9642,0.8666
mb-change_cls_hirise,dinov2_l14,max,1,0.9687,0.9687,0.8915
mb-change_cls_hirise,dinov2_l14,max,3,0.9679,0.9679,0.8864
mb-change_cls_hirise,dinov2_l14,max,5,0.9657,0.9657,0.8746
mb-change_cls_hirise,dinov2_l14,max,7,0.9642,0.9642,0.8691
mb-change_cls_hirise,dinov2_l14,max,9,0.9627,0.9627,0.8637
mb-change_cls_hirise,dinov2_l14,max,11,0.9627,0.9627,0.8597
mb-change_cls_hirise,dinov2_l14,max,13,0.9627,0.9627,0.8611
mb-change_cls_hirise,dinov2_l14,max,15,0.9672,0.9672,0.8742
mb-change_cls_hirise,dinov2_l14,gem,1,0.9627,0.9627,0.8762
mb-change_cls_hirise,dinov2_l14,gem,3,0.9672,0.9672,0.8833
mb-change_cls_hirise,dinov2_l14,gem,5,0.9642,0.9642,0.8691
mb-change_cls_hirise,dinov2_l14,gem,7,0.9642,0.9642,0.8679
mb-change_cls_hirise,dinov2_l14,gem,9,0.9634,0.9634,0.8658
mb-change_cls_hirise,dinov2_l14,gem,11,0.9642,0.9642,0.8666
mb-change_cls_hirise,dinov2_l14,gem,13,0.9657,0.9657,0.8722
mb-change_cls_hirise,dinov2_l14,gem,15,0.9649,0.9649,0.8700
mb-change_cls_hirise,dinov1_b8,cls,1,0.9813,0.9813,0.9340
mb-change_cls_hirise,dinov1_b8,cls,3,0.9769,0.9769,0.9181
mb-change_cls_hirise,dinov1_b8,cls,5,0.9776,0.9776,0.9218
mb-change_cls_hirise,dinov1_b8,cls,7,0.9754,0.9754,0.9128
mb-change_cls_hirise,dinov1_b8,cls,9,0.9761,0.9761,0.9143
mb-change_cls_hirise,dinov1_b8,cls,11,0.9769,0.9769,0.9166
mb-change_cls_hirise,dinov1_b8,cls,13,0.9731,0.9731,0.9027
mb-change_cls_hirise,dinov1_b8,cls,15,0.9746,0.9746,0.9073
mb-change_cls_hirise,dinov1_b8,mean,1,0.9799,0.9799,0.9287
mb-change_cls_hirise,dinov1_b8,mean,3,0.9791,0.9791,0.9257
mb-change_cls_hirise,dinov1_b8,mean,5,0.9776,0.9776,0.9204
mb-change_cls_hirise,dinov1_b8,mean,7,0.9754,0.9754,0.9104
mb-change_cls_hirise,dinov1_b8,mean,9,0.9731,0.9731,0.9036
mb-change_cls_hirise,dinov1_b8,mean,11,0.9739,0.9739,0.9076
mb-change_cls_hirise,dinov1_b8,mean,13,0.9739,0.9739,0.9067
mb-change_cls_hirise,dinov1_b8,mean,15,0.9754,0.9754,0.9104
mb-change_cls_hirise,dinov1_b8,max,1,0.9754,0.9754,0.9186
